,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
160,CNFD13009           ,159.7,172.05,612358.79,7737854.84,1248.14,1.03,0.04,30.0,0.05,0.04,0.028,57.1,0.12,0.36,IS,IS,IS,IS,IS
161,CNFD13009           ,172.05,184.4,612352.83,7737852.8,1237.52,0.727,0.049,24.032,0.05,0.059,0.025,65.437,0.035,0.218,IS,IS,IS,IS,IS
162,CNFD13009           ,184.4,196.75,612346.8,7737850.69,1226.95,0.289,0.023,37.211,0.05,0.06,0.012,47.021,0.021,-0.023,IS,IS,IS,IS,IS
163,CNFD13009           ,196.75,209.1,612340.71,7737848.53,1216.43,0.223,0.02,38.547,0.05,0.077,0.014,44.463,0.007,0.059,IS,IS,IS,IS,IS
164,CNFD13009           ,209.1,221.45,612334.56,7737846.29,1205.95,0.314,0.768,35.975,0.471,0.052,0.047,45.709,0.01,1.062,IS,IS,IS,IS,IS
165,CNFD13009           ,221.45,233.8,612328.34,7737843.99,1195.53,0.425,0.954,32.743,0.548,0.031,0.058,49.909,0.029,1.149,IS,IS,IS,IS,IS
166,CNFD13010           ,5.6,18.6,612317.63,7738676.98,1427.39,2.41,0.04,59.0,0.05,0.1,0.081,10.3,0.2,1.8,IR,IR,IR,IR,IR
167,CNFD13010           ,18.6,37.58,612309.38,7738675.49,1413.77,1.689,0.045,65.796,0.05,0.098,0.143,1.538,0.186,1.477,HM,HM,HM,HM,HM
168,CNFD13011           ,7.25,22.975,612423.67,7737993.8,1374.79,0.627,0.028,38.992,0.05,0.008,0.039,42.938,0.005,1.251,IS,IS,IS,IS,IG
169,CNFD13011           ,22.975,38.7,612415.74,7737991.94,1361.34,0.88,0.02,36.938,0.05,0.004,0.038,43.819,0.008,1.572,IS,IS,IS,IS,IS
170,CNFD13011           ,42.8,55.533,612406.56,7737989.77,1345.63,0.661,0.02,37.463,0.05,0.004,0.032,44.086,0.005,1.675,IS,IS,IS,IS,IS
171,CNFD13011           ,55.533,68.267,612400.21,7737988.26,1334.69,0.674,0.03,41.177,0.05,0.011,0.041,39.21,0.01,1.341,IS,IS,IS,IS,IG
172,CNFD13011           ,68.267,81.0,612393.9,7737986.71,1323.74,0.37,0.02,40.1,0.05,0.04,0.06,39.7,0.005,1.84,IS,IS,IS,IS,IG
173,CNFD13011           ,90.53,103.973,612382.68,7737983.79,1304.32,0.213,0.03,39.693,0.05,0.022,0.067,42.177,0.008,1.374,IS,IS,IS,IS,IS
174,CNFD13011           ,103.973,117.415,612375.93,7737981.92,1292.84,0.472,0.03,39.547,0.05,0.049,0.045,40.905,0.045,0.966,IS,IS,IS,IS,IS
175,CNFD13011           ,117.415,130.858,612369.17,7737979.98,1281.39,0.158,0.031,38.879,0.05,0.041,0.017,43.873,0.007,0.322,IS,IS,IS,IS,IS
176,CNFD13011           ,130.858,144.301,612362.4,7737977.97,1269.95,0.227,0.038,37.243,0.05,0.057,0.016,46.286,0.02,0.244,IS,IS,IS,IS,IS
177,CNFD13011           ,144.301,157.744,612355.64,7737975.88,1258.52,0.292,0.032,36.163,0.05,0.088,0.021,46.659,0.02,0.383,IS,IS,IS,IS,IS
178,CNFD13011           ,157.744,171.186,612348.88,7737973.73,1247.11,0.258,0.04,36.113,0.05,0.097,0.015,47.377,0.022,0.327,IS,IS,IS,IS,IS
179,CNFD13011           ,171.186,184.629,612342.11,7737971.53,1235.7,0.917,0.04,32.307,0.05,0.131,0.026,51.685,0.114,1.058,IS,IS,IS,IS,IS
180,CNFD13011           ,184.629,198.072,612335.32,7737969.33,1224.31,1.897,0.04,24.547,0.05,0.057,0.036,61.092,0.255,1.987,IS,IS,IS,IS,IS
181,CNFD13011           ,198.072,211.515,612328.5,7737967.15,1212.93,0.635,0.043,21.94,0.05,0.013,0.024,66.683,0.047,0.453,IS,IS,IS,IS,IS
182,CNFD13011           ,211.515,224.957,612321.6,7737964.98,1201.6,0.294,0.139,33.643,0.091,0.048,0.026,51.762,0.02,0.282,IS,IS,IS,IS,IS
183,CNFD13011           ,224.957,238.4,612314.59,7737962.79,1190.34,0.425,0.759,32.851,0.385,0.055,0.048,50.05,0.026,1.0,IS,IS,IS,IS,IS
184,CNFD13012           ,15.63,25.88,612432.53,7737696.77,1370.58,0.28,0.03,42.4,0.05,0.004,0.016,37.3,0.02,0.26,IS,IS,IS,IS,IS
185,CNFD13012           ,25.88,39.405,612426.63,7737695.52,1360.33,1.387,0.056,41.986,0.229,0.028,0.04,37.424,0.029,0.866,IS,IS,IG,IG,IG
186,CNFD13012           ,39.405,52.93,612419.82,7737694.13,1348.73,1.448,0.032,44.089,0.05,0.069,0.034,34.805,0.067,0.769,IS,IS,IS,IG,IG
187,CNFD13012           ,52.93,65.172,612413.32,7737692.85,1337.68,0.42,0.02,41.509,0.05,0.081,0.013,40.522,0.005,0.212,IS,IS,IS,IS,IS
188,CNFD13012           ,65.172,77.414,612407.15,7737691.58,1327.18,0.44,0.03,35.1,0.05,0.12,0.018,49.1,0.005,0.34,IS,IS,IS,IS,IS
189,CNFD13012           ,77.414,89.656,612400.86,7737690.17,1316.77,0.373,0.03,34.148,0.05,0.091,0.016,50.528,0.019,0.273,IS,IS,IS,IS,IS
190,CNFD13012           ,89.656,101.898,612394.53,7737688.58,1306.42,0.415,0.039,33.21,0.05,0.117,0.013,51.935,0.02,0.386,IS,IS,IS,IS,IS
191,CNFD13012           ,101.898,114.14,612388.24,7737686.81,1296.07,0.37,0.032,32.023,0.05,0.128,0.014,53.342,0.02,0.317,IS,IS,IS,IS,IS
192,CNFD13012           ,114.14,125.01,612382.38,7737684.96,1286.28,2.17,0.06,26.8,0.05,0.46,0.038,57.2,0.1,1.05,IS,IS,IS,IS,IS
193,CNFD13012           ,125.01,135.88,612376.9,7737683.08,1277.09,1.271,0.044,27.454,0.05,0.501,0.033,58.262,0.059,1.009,IS,IS,IS,IS,IS
194,CNFD13012           ,135.88,146.75,612371.43,7737681.09,1267.9,1.007,0.022,28.228,0.05,0.196,0.022,57.603,0.095,0.722,IS,IS,IS,IS,IS
195,CNFD13012           ,159.3,169.165,612359.99,7737676.6,1248.56,0.479,0.03,39.122,0.05,0.19,0.02,41.195,0.03,0.469,IS,IS,IS,IS,IS
196,CNFD13012           ,169.165,179.03,612355.11,7737674.54,1240.24,0.44,0.03,40.4,0.05,0.2,0.013,40.9,0.03,0.41,IS,IS,IS,IS,IS
197,CNFD13012           ,179.03,190.187,612349.93,7737672.29,1231.37,0.3,0.03,37.5,0.05,0.06,0.025,44.9,0.005,0.49,IS,IS,IS,IS,IS
198,CNFD13012           ,190.187,201.343,612344.45,7737669.84,1221.97,0.509,0.022,40.431,0.05,0.018,0.021,40.964,0.026,0.431,IS,IS,IS,IS,IS
199,CNFD13012           ,201.343,212.5,612339.0,7737667.34,1212.56,0.503,0.054,33.471,0.104,0.071,0.017,50.956,0.03,0.474,IS,IS,IS,IS,IS
200,CNFD13013           ,21.3,34.3,611853.61,7737264.14,1427.19,1.11,0.04,56.9,0.16,0.14,0.051,14.7,0.02,2.45,IS,IS,IR,IR,IR
201,CNFD13013           ,34.3,48.7,611847.04,7737263.04,1415.21,2.09,0.03,59.962,0.12,0.817,0.042,8.999,0.02,2.587,IR,IR,IR,IR,IR
202,CNFD13013           ,48.7,63.1,611840.06,7737261.94,1402.67,1.838,0.03,62.848,0.114,0.874,0.056,4.299,0.016,3.14,IR,IR,IR,IR,HM
203,CNFD13013           ,88.4,101.057,611820.92,7737259.11,1369.01,0.73,0.03,38.6,0.05,0.05,0.042,41.8,0.01,1.33,IS,IS,IG,IS,IG
204,CNFD13013           ,101.057,113.713,611814.6,7737258.16,1358.08,0.351,0.03,42.491,0.05,0.06,0.041,36.352,0.005,1.349,IS,IS,IG,IS,IS
205,CNFD13013           ,113.713,126.37,611808.18,7737257.17,1347.22,0.576,0.03,39.195,0.05,2.207,0.067,37.429,0.01,2.248,IS,IM,IG,IS,IG
206,CNFD13013           ,126.37,139.027,611801.65,7737256.14,1336.43,0.379,0.039,41.572,0.05,0.667,0.032,38.97,0.005,0.977,IS,IS,IG,IS,IS
207,CNFD13013           ,139.027,151.683,611795.01,7737255.08,1325.7,0.413,0.031,42.246,0.05,0.128,0.06,37.139,0.005,1.618,IS,IS,IG,IS,IG
208,CNFD13013           ,151.683,164.34,611788.28,7737253.98,1315.04,0.472,0.03,36.682,0.05,0.063,0.053,44.852,0.018,1.598,IS,IS,IS,IS,IS
209,CNFD13013           ,164.34,176.997,611781.48,7737252.83,1304.43,1.259,0.038,31.53,0.05,0.144,0.074,51.793,0.062,1.957,IS,IS,IS,IS,IS
210,CNFD13013           ,176.997,189.653,611774.59,7737251.62,1293.88,0.981,0.04,29.242,0.05,0.055,0.052,56.059,0.054,1.463,IS,IS,IS,IS,IS
211,CNFD13013           ,189.653,202.31,611767.63,7737250.32,1283.39,1.389,0.04,26.864,0.05,0.022,0.045,57.426,0.097,1.573,IS,IS,IS,IS,IS
212,CNFD13013           ,202.31,214.967,611760.64,7737248.92,1272.93,1.137,0.04,30.986,0.05,0.285,0.072,50.646,0.087,2.502,IS,IG,IS,IS,IS
213,CNFD13013           ,214.967,227.623,611753.63,7737247.35,1262.51,0.616,0.04,31.407,0.05,0.144,0.077,51.606,0.036,2.073,IS,IS,IS,IS,IS
214,CNFD13013           ,227.623,240.28,611746.57,7737245.59,1252.15,1.635,0.04,28.474,0.05,0.207,0.066,52.87,0.076,2.806,IS,IG,IS,IS,IS
215,CNFD13013           ,240.28,252.937,611739.44,7737243.68,1241.88,1.219,0.04,29.761,0.05,0.182,0.055,52.091,0.06,2.724,IS,IG,IS,IS,IS
216,CNFD13013           ,252.937,265.593,611732.25,7737241.66,1231.65,1.376,0.034,32.713,0.05,0.069,0.057,48.916,0.085,2.124,IS,IS,IS,IS,IS
217,CNFD13013           ,265.593,278.25,611725.01,7737239.53,1221.49,0.937,0.03,38.042,0.05,0.03,0.055,41.942,0.045,1.707,IS,IS,IS,IS,IG
218,CNFD13013           ,278.25,290.94,611717.71,7737237.31,1211.37,0.21,0.03,41.3,0.05,0.02,0.044,38.7,0.005,1.16,IS,IS,IS,IS,IS
219,CNFD13013           ,290.94,303.63,611710.37,7737234.94,1201.3,0.259,0.02,40.617,0.05,0.02,0.063,40.456,0.02,1.287,IS,IS,IS,IS,IS
220,CNFD13013           ,303.63,316.32,611703.0,7737232.44,1191.28,0.146,0.03,37.747,0.05,0.01,0.049,44.875,0.006,0.957,IS,IS,IS,IS,IS
221,CNFD13013           ,316.32,329.01,611695.6,7737229.8,1181.31,0.214,0.021,37.415,0.05,0.01,0.054,44.544,0.019,1.033,IS,IS,IS,IS,IS
222,CNFD13013           ,329.01,341.7,611688.16,7737227.07,1171.4,0.139,0.029,34.603,0.05,0.01,0.028,47.748,0.011,2.276,IS,IS,IS,IS,IS
223,CNFD13014           ,26.19,39.19,611660.22,7737307.73,1435.03,1.51,0.02,64.4,0.05,0.45,0.059,1.97,0.04,2.29,HM,HM,IR,HM,HM
224,CNFD13014           ,39.19,55.095,611653.97,7737307.05,1422.02,2.888,0.04,51.466,0.148,3.314,0.12,12.075,0.105,5.668,IM,IM,IR,IR,IM
225,CNFD13014           ,55.095,71.0,611647.37,7737306.47,1407.56,2.122,0.032,38.593,0.067,0.945,0.119,36.812,0.099,3.997,IM,IG,IM,IG,IG
226,CNFD13014           ,71.0,83.546,611641.7,7737306.11,1394.52,2.73,0.04,32.0,0.05,0.16,0.087,48.0,0.18,3.04,IS,IG,IG,IG,IS
227,CNFD13014           ,83.546,96.092,611636.94,7737305.96,1382.91,1.198,0.04,30.361,0.05,0.141,0.075,53.494,0.055,2.452,IS,IS,IG,IS,IS
228,CNFD13014           ,96.092,108.638,611632.49,7737305.93,1371.18,1.066,0.04,35.031,0.05,0.094,0.088,44.331,0.069,2.421,IS,IS,IG,IS,IS
229,CNFD13014           ,108.638,121.185,611628.33,7737306.01,1359.35,1.06,0.04,35.757,0.05,0.045,0.094,43.422,0.061,2.786,IS,IG,IG,IS,IS
230,CNFD13014           ,121.185,133.731,611624.25,7737306.19,1347.49,2.779,0.04,28.701,0.05,0.031,0.078,52.808,0.094,2.993,IS,IG,IS,IG,IS
231,CNFD13014           ,133.731,146.277,611620.21,7737306.45,1335.61,4.02,0.032,30.039,0.05,0.071,0.069,48.83,0.19,3.471,IS,IG,IS,IG,IS
232,CNFD13014           ,146.277,158.823,611616.23,7737306.76,1323.72,2.226,0.038,30.678,0.05,0.072,0.066,50.967,0.171,2.333,IS,IS,IS,IG,IS
233,CNFD13014           ,158.823,171.369,611612.3,7737307.09,1311.81,0.901,0.04,33.09,0.05,0.033,0.069,47.643,0.07,2.408,IS,IS,IS,IS,IS
234,CNFD13014           ,171.369,183.915,611608.43,7737307.41,1299.88,1.45,0.033,31.342,0.05,0.027,0.066,49.682,0.054,2.671,IS,IG,IS,IS,IS
235,CNFD13014           ,183.915,196.462,611604.55,7737307.66,1287.95,2.009,0.037,28.681,0.05,0.05,0.056,52.584,0.06,2.767,IS,IG,IS,IS,IS
236,CNFD13014           ,196.462,209.008,611600.68,7737307.84,1276.01,1.092,0.034,32.559,0.05,0.034,0.059,47.747,0.041,2.573,IS,IG,IS,IS,IS
237,CNFD13014           ,209.008,221.554,611596.84,7737307.91,1264.07,0.594,0.036,36.284,0.05,0.02,0.059,44.841,0.018,1.89,IS,IS,IS,IS,IS
238,CNFD13014           ,221.554,234.1,611592.99,7737307.84,1252.13,0.463,0.034,43.168,0.05,0.02,0.083,36.511,0.007,1.248,IS,IS,IS,IS,IG
239,CNFD13014           ,234.1,244.25,611589.5,7737307.72,1241.33,0.442,0.03,36.795,0.05,0.079,0.068,44.032,0.02,1.825,IS,IS,IS,IS,IS
240,CNFD13014           ,244.25,254.4,611586.36,7737307.55,1231.68,0.13,0.02,36.6,0.05,0.02,0.048,45.3,0.005,1.23,IS,IS,IS,IS,IS
241,CNFD13014           ,258.61,270.583,611581.67,7737307.23,1217.15,0.16,0.03,37.9,0.05,0.04,0.055,42.2,0.005,1.68,IS,IS,IS,IS,IS
242,CNFD13014           ,270.583,282.555,611577.99,7737306.94,1205.77,0.17,0.03,36.163,0.05,0.011,0.042,46.929,0.005,0.937,IS,IS,IS,IS,IS
243,CNFD13014           ,282.555,294.528,611574.29,7737306.57,1194.39,0.135,0.03,37.595,0.05,0.01,0.073,44.198,0.005,2.027,IS,IS,IS,IS,IS
244,CNFD13014           ,294.528,306.5,611570.56,7737306.08,1183.02,0.217,0.03,36.53,0.05,0.042,0.064,46.657,0.017,1.323,IS,IS,IS,IS,IS
245,CNFD13015           ,24.95,35.14,612053.58,7737388.67,1425.0,8.96,0.02,47.3,0.22,0.17,0.118,12.4,0.32,10.27,IS,IG,IC,IM,IM
246,CNFD13015           ,55.91,68.373,612043.1,7737385.02,1394.88,4.366,0.01,32.365,0.05,0.08,0.118,44.498,0.136,4.662,IS,IG,IG,IG,IM
247,CNFD13015           ,68.373,80.835,612039.06,7737383.59,1383.18,0.67,0.01,44.2,0.05,0.08,0.069,34.7,0.01,2.12,IS,IS,IG,IG,IG
248,CNFD13015           ,80.835,93.298,612035.02,7737382.18,1371.47,0.561,0.01,45.483,0.05,0.08,0.072,32.924,0.02,2.11,IS,IS,IG,IG,IG
249,CNFD13015           ,93.298,105.761,612030.96,7737380.79,1359.77,0.683,0.01,40.404,0.05,0.155,0.051,38.94,0.011,1.912,IS,IS,IG,IS,IG
250,CNFD13015           ,105.761,118.224,612026.83,7737379.37,1348.1,0.231,0.01,38.209,0.05,0.07,0.03,43.263,0.005,1.387,IS,IS,IG,IS,IS
251,CNFD13015           ,118.224,130.686,612022.65,7737377.92,1336.45,0.111,0.01,38.857,0.05,0.129,0.021,42.928,0.005,0.841,IS,IS,IG,IS,IS
252,CNFD13015           ,130.686,143.149,612018.43,7737376.44,1324.82,0.214,0.018,35.498,0.05,0.067,0.031,47.849,0.009,0.809,IS,IS,IS,IS,IS
253,CNFD13015           ,143.149,155.612,612014.14,7737374.92,1313.22,0.155,0.012,35.934,0.05,0.096,0.034,47.766,0.006,1.113,IS,IS,IS,IS,IS
254,CNFD13015           ,155.612,168.075,612009.79,7737373.35,1301.64,0.268,0.01,34.334,0.05,0.052,0.02,50.24,0.016,0.807,IS,IS,IS,IS,IS
255,CNFD13015           ,168.075,180.537,612005.41,7737371.75,1290.09,0.272,0.01,36.34,0.05,0.016,0.024,46.162,0.01,1.085,IS,IS,IS,IS,IS
256,CNFD13015           ,180.537,193.0,612000.98,7737370.13,1278.55,0.199,0.016,36.83,0.05,0.036,0.058,45.084,0.005,2.198,IS,IS,IS,IS,IS
257,CNFD13015           ,202.45,215.29,611993.06,7737367.19,1258.13,0.051,0.01,34.171,0.05,0.075,0.023,49.117,0.005,2.048,IS,IS,IS,IS,IS
258,CNFD13015           ,215.29,228.13,611988.42,7737365.41,1246.29,0.13,0.02,31.9,0.05,0.5,0.028,50.5,0.005,1.92,IS,IS,IS,IS,IS
259,CNFD13015           ,228.13,239.904,611983.93,7737363.68,1234.96,0.3,0.02,30.9,0.05,0.03,0.018,55.4,0.02,1.01,IS,IS,IS,IS,IS
260,CNFD13015           ,239.904,251.678,611979.63,7737362.03,1224.12,0.282,0.011,34.165,0.05,0.021,0.017,48.961,0.006,1.028,IS,IS,IS,IS,IS
261,CNFD13015           ,251.678,263.452,611975.33,7737360.39,1213.29,0.32,0.018,30.486,0.05,0.028,0.038,54.321,0.009,1.688,IS,IS,IS,IS,IS
262,CNFD13015           ,263.452,275.226,611971.07,7737358.79,1202.43,0.332,0.021,33.518,0.05,0.018,0.042,50.465,0.017,1.272,IS,IS,IS,IS,IS
263,CNFD13015           ,275.226,287.0,611966.8,7737357.19,1191.57,0.36,0.03,34.0,0.05,0.04,0.049,48.7,0.02,1.55,IS,IS,IS,IS,IS
264,CNFD13015           ,287.0,300.0,611962.26,7737355.5,1180.17,0.47,0.02,43.7,0.05,0.06,0.134,32.8,0.04,3.19,IG,IS,IS,IG,IG
265,CNFD13015           ,300.0,313.0,611957.46,7737353.74,1168.22,0.39,0.02,35.9,0.05,0.17,0.051,47.4,0.02,1.47,IS,IS,IS,IS,IS
266,CNFD13015           ,313.0,326.0,611952.56,7737351.9,1156.32,0.44,0.02,32.4,0.05,0.29,0.073,51.2,0.03,2.55,IS,IS,IS,IS,IS
267,CNFD13015           ,326.0,339.0,611947.53,7737350.03,1144.48,0.42,0.03,34.9,0.05,0.53,0.06,46.1,0.05,1.68,IS,IS,IS,IS,IS
268,CNFD13015           ,339.0,352.0,611942.45,7737348.11,1132.67,0.22,0.03,39.2,0.05,1.76,0.048,38.1,0.03,1.87,IM,IM,IS,IS,IS
269,CNFD13015           ,352.0,365.0,611937.34,7737346.19,1120.87,1.39,0.04,28.8,0.05,1.63,0.092,49.9,0.08,3.98,IM,IM,IS,IS,IS
270,CNFD13015           ,365.0,377.427,611932.31,7737344.32,1109.34,2.24,0.04,25.8,0.05,0.19,0.062,57.0,0.16,3.31,IS,IG,IS,IS,IS
271,CNFD13015           ,377.427,389.855,611927.37,7737342.5,1098.09,1.009,0.04,31.619,0.098,0.095,0.036,51.944,0.055,1.898,IS,IS,IS,IS,IS
272,CNFD13015           ,389.855,402.282,611922.4,7737340.68,1086.84,1.44,0.031,26.725,0.055,0.072,0.03,59.417,0.123,1.449,IS,IS,IS,IS,IS
273,CNFD13015           ,402.282,414.709,611917.39,7737338.87,1075.62,1.111,0.039,27.406,0.05,0.07,0.039,58.39,0.104,1.315,IS,IS,IS,IS,IS
274,CNFD13015           ,414.709,427.136,611912.34,7737337.06,1064.41,0.667,0.032,30.618,0.05,0.046,0.034,54.266,0.076,2.099,IS,IS,IS,IS,IS
275,CNFD13015           ,427.136,439.564,611907.25,7737335.26,1053.21,0.795,0.03,32.916,0.104,0.025,0.033,51.168,0.078,1.757,IS,IS,IS,IS,IS
276,CNFD13015           ,439.564,451.991,611902.12,7737333.48,1042.04,1.142,0.03,33.979,0.069,0.129,0.047,47.968,0.087,1.846,IS,IS,IS,IS,IS
277,CNFD13015           ,451.991,464.418,611896.97,7737331.66,1030.87,1.148,0.037,33.116,0.05,0.197,0.06,49.235,0.083,2.644,IS,IG,IS,IS,IS
278,CNFD13015           ,464.418,476.845,611891.8,7737329.77,1019.73,1.378,0.059,34.999,0.05,0.204,0.072,45.502,0.086,3.908,IS,IG,IS,IG,IG
279,CNFD13015           ,476.845,489.273,611886.6,7737327.82,1008.61,0.908,0.047,33.006,0.05,0.095,0.047,49.079,0.049,2.636,IS,IS,IS,IS,IS
280,CNFD13015           ,489.273,501.7,611881.38,7737325.85,997.51,0.305,0.03,34.733,0.05,0.02,0.052,47.229,0.011,1.66,IS,IS,IS,IS,IS
281,CNFD13016           ,1.94,17.82,612571.07,7738947.5,1480.79,0.256,0.064,59.602,0.05,0.03,0.02,13.507,0.025,-0.132,IR,IR,IR,IR,IR
282,CNFD13016           ,17.82,33.7,612568.32,7738947.57,1465.15,0.142,0.085,58.624,0.05,0.026,0.029,15.355,0.014,-0.148,IR,IR,IR,IR,IR
283,CNFD13016           ,40.41,53.0,612564.68,7738947.66,1444.52,0.13,0.15,62.9,0.05,0.01,0.047,8.59,0.01,-0.11,IR,IR,IR,IR,HM
284,CNFD13016           ,53.0,67.273,612562.35,7738947.71,1431.3,0.209,0.065,66.807,0.05,0.02,0.03,2.747,0.02,-0.082,HM,HM,HM,HM,HM
285,CNFD13016           ,67.273,81.547,612559.87,7738947.77,1417.24,0.302,0.106,67.686,0.05,0.031,0.032,0.775,0.02,-0.021,HM,HM,HM,HM,HM
286,CNFD13016           ,81.547,95.82,612557.39,7738947.83,1403.18,0.609,0.046,66.267,0.05,0.043,0.018,2.99,0.026,0.291,HM,HM,HM,HM,HM
287,CNFD13016           ,122.79,133.72,612550.53,7738948.0,1364.21,2.29,0.05,66.3,0.05,0.2,0.034,0.83,0.07,1.36,HM,HM,HM,HM,HM
288,CNFD13016           ,133.72,144.65,612548.63,7738948.05,1353.45,1.266,0.032,67.183,0.05,0.244,0.03,0.547,0.044,0.707,HM,HM,HM,HM,HM
289,CNFD13017           ,9.2,22.1,612438.77,7738177.71,1350.27,0.4,0.01,46.563,0.05,0.04,0.028,32.44,0.005,0.541,IS,IS,IS,IG,IG
290,CNFD13017           ,22.1,35.0,612434.2,7738176.7,1338.24,0.37,0.02,41.8,0.05,0.02,0.046,37.5,0.005,0.67,IS,IS,IS,IS,IS
291,CNFD13017           ,35.0,48.0,612429.59,7738175.41,1326.21,0.19,0.02,40.3,0.05,0.02,0.034,42.4,0.005,0.67,IS,IS,IS,IS,IS
292,CNFD13017           ,48.0,61.0,612424.97,7738173.94,1314.15,0.16,0.01,38.0,0.05,0.01,0.046,43.1,0.005,1.04,IS,IS,IS,IS,IS
293,CNFD13017           ,61.0,74.0,612420.29,7738172.39,1302.12,0.18,0.68,38.8,0.05,0.03,0.032,42.5,0.005,0.63,IS,IS,IS,IS,IS
294,CNFD13017           ,74.0,87.0,612415.5,7738170.79,1290.14,0.23,0.01,35.8,0.05,0.01,0.029,47.7,0.005,1.4,IS,IS,IS,IS,IS
295,CNFD13017           ,87.0,100.0,612410.64,7738169.18,1278.2,0.32,0.02,32.8,0.05,0.004,0.017,50.5,0.005,0.73,IS,IS,IS,IS,IS
296,CNFD13017           ,100.0,112.408,612405.88,7738167.61,1266.52,0.292,0.02,38.845,0.05,0.058,0.036,43.578,0.027,0.589,IS,IS,IS,IS,IS
297,CNFD13017           ,112.408,124.817,612401.18,7738166.08,1255.14,0.294,0.015,37.343,0.05,0.043,0.043,44.38,0.021,1.15,IS,IS,IS,IS,IS
298,CNFD13017           ,124.817,137.225,612396.44,7738164.58,1243.77,0.176,0.02,38.169,0.05,0.026,0.033,44.091,0.011,1.214,IS,IS,IS,IS,IS
299,CNFD13017           ,137.225,149.633,612391.68,7738163.09,1232.41,0.662,0.02,38.647,0.05,0.083,0.027,43.376,0.067,0.234,IS,IS,IS,IS,IS
300,CNFD13017           ,149.633,162.042,612386.84,7738161.58,1221.08,0.15,0.02,35.793,0.05,0.13,0.01,48.507,0.005,-0.058,IS,IS,IS,IS,IS
301,CNFD13017           ,162.042,174.45,612381.84,7738160.04,1209.83,0.23,0.09,33.8,0.05,0.06,0.021,50.7,0.03,0.55,IS,IS,IS,IS,IS
302,CNFD13017           ,177.16,190.08,612375.58,7738158.12,1195.92,0.22,0.02,36.568,0.05,0.13,0.013,48.647,0.01,0.11,IS,IS,IS,IS,IS
303,CNFD13017           ,190.08,203.0,612370.27,7738156.48,1184.26,0.29,0.02,31.4,0.05,0.12,0.012,56.2,0.02,0.11,IS,IS,IS,IS,IS
304,CNFD13017           ,203.0,222.45,612363.44,7738154.3,1169.75,1.54,0.025,28.251,0.05,0.3,0.04,57.585,0.217,0.731,IS,IS,IS,IS,IS
305,CNFD13017           ,222.45,237.06,612356.04,7738151.9,1154.6,0.611,0.021,23.126,0.05,0.21,0.022,67.141,0.04,0.224,IS,IS,IS,IS,IS
306,CNFD13017           ,237.06,251.67,612349.42,7738149.72,1141.76,0.637,0.03,23.301,0.05,0.135,0.023,66.963,0.037,0.382,IS,IS,IS,IS,IS
307,CNFD13017           ,251.67,266.28,612342.63,7738147.45,1129.02,0.386,0.023,38.222,0.05,0.076,0.013,45.448,0.016,0.177,IS,IS,IS,IS,IS
308,CNFD14001           ,0.0,12.571,612158.28,7737911.87,1460.45,1.26,0.05,45.7,0.05,0.09,0.043,32.1,0.09,1.74,IS,IS,IG,IG,IG
309,CNFD14001           ,12.571,25.143,612153.63,7737910.91,1448.81,0.313,0.069,37.297,0.05,0.061,0.014,46.589,0.022,0.397,IS,IS,IG,IS,IS
310,CNFD14001           ,25.143,37.714,612148.9,7737909.88,1437.21,0.284,0.055,37.57,0.05,0.026,0.013,44.858,0.021,0.369,IS,IS,IG,IS,IS
311,CNFD14001           ,37.714,50.286,612144.17,7737908.86,1425.61,0.359,0.08,40.207,0.05,0.027,0.017,40.541,0.007,0.52,IS,IS,IG,IS,IS
312,CNFD14001           ,50.286,62.857,612139.44,7737907.85,1414.0,0.276,0.092,40.402,0.05,0.032,0.016,41.399,0.014,0.464,IS,IS,IS,IS,IS
313,CNFD14001           ,62.857,75.429,612134.74,7737906.85,1402.39,0.583,0.056,35.322,0.05,0.06,0.025,47.856,0.173,0.301,IS,IS,IS,IS,IS
314,CNFD14001           ,75.429,88.0,612130.03,7737905.8,1390.78,1.7,0.044,38.735,0.05,0.042,0.045,41.492,0.225,0.739,IS,IS,IS,IG,IG
315,CNFD14001           ,88.0,102.6,612124.89,7737904.6,1378.26,0.534,0.068,31.336,0.05,0.021,0.021,54.521,0.047,0.201,IS,IS,IS,IS,IS
316,CNFD14001           ,102.6,117.2,612119.31,7737903.25,1364.84,0.54,0.054,31.447,0.05,0.026,0.015,53.462,0.02,0.175,IS,IS,IS,IS,IS
317,CNFD14001           ,117.2,131.8,612113.72,7737901.9,1351.42,0.219,0.057,37.29,0.05,0.023,0.009,44.819,0.017,0.093,IS,IS,IS,IS,IS
318,CNFD14001           ,131.8,146.4,612108.12,7737900.58,1338.0,0.522,0.06,38.548,0.05,0.04,0.015,43.318,0.03,0.286,IS,IS,IS,IS,IS
319,CNFD14001           ,146.4,161.69,612102.34,7737899.27,1324.28,4.424,0.03,36.264,0.05,0.105,0.034,42.082,0.14,2.167,IS,IS,IG,IG,IS
320,CNFD14002           ,109.0,121.142,612898.57,7738367.45,1219.94,1.25,0.03,48.8,0.05,0.03,0.031,26.5,0.04,0.89,IS,IS,IR,IG,IG
