,bhid,from,to,x,y,z,al2o3_gl,cao_gl,fe_gl,mgo_gl,mn_gl,p_gl,sio2_gl,tio2_gl,ppc_gl,lito,lito_eval,lito_ds,lito_km,lito_ag
2227,EGFD14017           ,25.64,39.4,614652.9,7737031.86,1314.64,0.135,0.02,36.5,0.05,0.205,0.02,46.05,0.005,0.805,IS,IS,IG,IS,IS
2228,EGFD14017           ,39.4,50.8,614649.73,7737034.62,1302.78,0.305,0.03,37.4,0.05,0.095,0.047,44.9,0.005,1.45,IS,IS,IG,IS,IS
2229,EGFD14017           ,50.8,60.68,614647.04,7737036.92,1292.75,0.23,0.04,38.0,0.05,0.07,0.03,43.7,0.005,1.0,IS,IS,IS,IS,IS
2230,EGFD14017           ,60.68,70.56,614644.56,7737039.06,1283.43,0.368,0.02,38.198,0.05,0.06,0.027,42.712,0.005,1.03,IS,IS,IG,IS,IS
2231,EGFD14017           ,70.56,83.936,614641.67,7737041.58,1272.45,0.442,0.043,37.827,0.05,0.072,0.031,43.124,0.005,1.198,IS,IS,IG,IS,IS
2232,EGFD14017           ,83.936,97.312,614638.36,7737044.49,1259.82,0.324,0.065,38.702,0.05,0.045,0.032,41.84,0.005,1.406,IS,IS,IG,IS,IS
2233,EGFD14017           ,97.312,110.688,614635.07,7737047.43,1247.19,0.267,0.02,38.557,0.125,0.055,0.032,43.054,0.005,1.088,IS,IS,IG,IS,IS
2234,EGFD14017           ,110.688,124.063,614631.79,7737050.37,1234.56,0.195,0.02,34.195,0.05,0.01,0.025,50.062,0.005,0.715,IS,IS,IS,IS,IS
2235,EGFD14017           ,124.063,137.439,614628.52,7737053.29,1221.93,0.257,0.02,34.723,0.05,0.01,0.035,48.64,0.005,1.082,IS,IS,IS,IS,IS
2236,EGFD14017           ,137.439,150.815,614625.27,7737056.2,1209.28,0.269,0.02,36.571,0.05,0.093,0.056,45.88,0.005,1.485,IS,IS,IS,IS,IS
2237,EGFD14017           ,150.815,164.191,614622.06,7737059.15,1196.64,0.325,0.027,40.374,0.05,0.05,0.043,40.173,0.005,1.514,IS,IS,IS,IS,IG
2238,EGFD14017           ,164.191,177.567,614618.85,7737062.15,1184.0,0.514,0.02,40.81,0.05,0.05,0.048,38.424,0.005,2.051,IS,IS,IS,IS,IG
2239,EGFD14017           ,177.567,190.943,614615.59,7737065.21,1171.4,0.662,0.02,42.559,0.05,0.051,0.062,35.789,0.005,2.389,IS,IS,IS,IG,IG
2240,EGFD14017           ,190.943,204.318,614612.28,7737068.35,1158.82,0.405,0.02,35.231,0.05,0.115,0.07,46.027,0.005,2.353,IS,IS,IS,IS,IS
2241,EGFD14017           ,204.318,217.694,614608.93,7737071.56,1146.28,0.297,0.02,36.24,0.05,0.161,0.064,45.84,0.005,2.002,IS,IS,IS,IS,IS
2242,EGFD14017           ,217.694,231.07,614605.58,7737074.85,1133.75,0.346,0.15,36.478,0.133,0.116,0.054,44.936,0.011,1.649,IS,IS,IS,IS,IS
2243,EGFD14017           ,265.57,284.65,614592.71,7737087.11,1086.25,0.291,0.015,67.643,0.05,0.02,0.007,2.128,0.012,-0.01,HM,HM,HM,HM,HM
2244,EGFD14017           ,292.8,303.75,614586.38,7737092.14,1064.54,0.195,0.02,53.897,0.05,0.09,0.01,23.054,0.005,0.125,IS,IS,IR,IG,IG
2245,EGFD14017           ,303.75,322.93,614582.04,7737095.05,1050.41,4.19,0.064,25.1,0.245,7.8,0.074,42.559,0.222,4.755,IM,IM,IM,IM,IM
2246,EGFD14018           ,21.97,35.38,614706.84,7737253.34,1261.84,0.674,0.03,42.717,0.05,0.698,0.048,35.948,0.031,2.24,IS,IS,IG,IG,IG
2247,EGFD14018           ,35.38,48.79,614703.96,7737256.48,1249.13,0.5,0.03,36.29,0.05,1.167,0.065,43.69,0.008,2.615,IS,IM,IG,IS,IS
2248,EGFD14018           ,48.79,62.2,614700.96,7737259.56,1236.42,0.383,0.03,37.731,0.05,0.486,0.071,43.451,0.006,1.859,IS,IS,IG,IS,IS
2249,EGFD14018           ,62.2,75.61,614697.82,7737262.68,1223.76,0.6,0.027,38.166,0.05,0.07,0.099,43.377,0.005,2.73,IS,IS,IG,IS,IG
2250,EGFD14018           ,75.61,89.02,614694.68,7737265.79,1211.1,0.865,0.041,41.101,0.176,0.307,0.102,36.799,0.013,3.5,IS,IS,IG,IG,IG
2251,EGFD14018           ,89.02,102.43,614691.67,7737268.83,1198.4,0.36,0.029,40.247,0.103,0.225,0.068,39.644,0.008,2.788,IS,IS,IG,IS,IG
2252,EGFD14018           ,102.43,115.84,614688.71,7737271.83,1185.66,0.592,0.02,38.967,0.05,0.163,0.062,42.575,0.005,1.475,IS,IS,IS,IS,IS
2253,EGFD14018           ,115.84,129.25,614685.78,7737274.84,1172.93,0.48,0.02,37.737,0.05,0.207,0.069,43.663,0.005,2.039,IS,IS,IS,IS,IS
2254,EGFD14018           ,129.25,142.66,614682.9,7737277.84,1160.18,0.594,0.028,36.263,0.05,0.249,0.058,45.672,0.009,2.692,IS,IS,IS,IS,IS
2255,EGFD14018           ,142.66,156.07,614680.06,7737280.77,1147.41,0.506,0.03,37.883,0.05,0.163,0.048,42.469,0.005,3.364,IS,IS,IS,IS,IG
2256,EGFD14018           ,156.07,169.48,614677.21,7737283.65,1134.62,0.371,0.03,38.188,0.05,0.282,0.086,41.784,0.005,3.13,IS,IS,IS,IS,IG
2257,EGFD14018           ,169.48,182.89,614674.35,7737286.53,1121.84,0.369,0.023,39.675,0.05,0.223,0.09,40.647,0.005,2.716,IS,IS,IS,IS,IG
2258,EGFD14018           ,182.89,196.3,614671.48,7737289.41,1109.06,0.353,0.035,37.196,0.05,0.911,0.106,42.838,0.008,2.938,IS,IS,IS,IS,IG
2259,EGFD14019           ,10.0,25.0,614052.11,7736643.23,1341.26,2.653,0.02,61.433,0.05,0.207,0.064,6.127,0.005,2.79,IR,IR,IR,IR,HM
2260,EGFD14019           ,25.0,40.0,614048.53,7736646.94,1327.17,2.847,0.02,60.033,0.097,0.32,0.047,8.787,0.005,2.457,IR,IR,IR,IR,IR
2261,EGFD14019           ,40.0,55.5,614044.9,7736650.67,1312.83,0.949,0.02,56.974,0.05,0.225,0.05,15.345,0.015,1.484,IS,IS,IR,IR,IR
2262,EGFD14019           ,61.0,74.0,614040.17,7736655.49,1294.28,0.813,0.02,54.115,0.064,0.388,0.038,20.3,0.005,1.369,IS,IS,IR,IG,IG
2263,EGFD14019           ,74.0,87.0,614037.07,7736658.74,1282.07,0.684,0.025,52.469,0.124,0.273,0.038,23.392,0.005,1.198,IS,IS,IG,IG,IG
2264,EGFD14019           ,87.0,100.0,614034.05,7736661.99,1269.86,0.442,0.023,44.492,0.078,0.21,0.027,35.308,0.005,0.72,IS,IS,IG,IS,IG
2265,EGFD14019           ,100.0,113.0,614031.09,7736665.28,1257.63,0.288,0.02,36.969,0.05,0.138,0.026,45.415,0.005,0.874,IS,IS,IS,IS,IS
2266,EGFD14019           ,113.0,129.28,614027.83,7736669.01,1243.86,1.704,0.04,29.293,0.153,3.198,0.226,46.26,0.13,4.673,IM,IM,IM,IM,IM
2267,EGFD14020           ,0.0,12.64,614838.83,7736804.57,1340.74,0.5,0.026,45.932,0.129,0.141,0.031,32.703,0.017,0.912,IS,IS,IG,IG,IG
2268,EGFD14020           ,12.64,25.28,614835.34,7736809.79,1329.77,0.529,0.01,42.941,0.05,0.166,0.027,36.959,0.011,1.553,IS,IS,IG,IS,IG
2269,EGFD14020           ,25.28,35.28,614832.21,7736814.46,1319.95,0.17,0.01,40.9,0.05,0.17,0.018,40.0,0.005,0.92,IS,IS,IG,IS,IS
2270,EGFD14020           ,35.28,46.71,614829.24,7736818.88,1310.65,0.304,0.01,41.129,0.05,0.17,0.026,40.364,0.005,1.06,IS,IS,IS,IS,IS
2271,EGFD14020           ,46.71,58.14,614826.08,7736823.6,1300.73,0.761,0.015,38.824,0.05,0.135,0.029,42.962,0.008,1.1,IS,IS,IS,IS,IG
2272,EGFD14020           ,58.14,69.57,614822.92,7736828.31,1290.81,0.235,0.01,37.18,0.05,0.138,0.022,44.961,0.028,1.281,IS,IS,IS,IS,IS
2273,EGFD14020           ,69.57,81.0,614819.76,7736833.03,1280.89,0.249,0.01,36.007,0.05,0.233,0.025,46.643,0.02,1.129,IS,IS,IS,IS,IS
2274,EGFD14021           ,0.0,11.5,614793.01,7736757.08,1346.18,1.601,0.02,44.304,0.12,0.058,0.033,34.3,0.018,1.062,IS,IS,IG,IG,IG
2275,EGFD14021           ,11.5,23.0,614789.49,7736761.52,1336.17,0.405,0.02,42.765,0.05,0.115,0.031,38.535,0.005,0.935,IS,IS,IG,IS,IS
2276,EGFD14021           ,23.0,34.5,614785.97,7736765.96,1326.16,0.333,0.02,41.659,0.378,0.117,0.035,38.885,0.005,0.926,IS,IS,IS,IS,IS
2277,EGFD14021           ,39.13,56.05,614780.21,7736773.24,1309.76,0.33,0.016,37.409,0.05,0.108,0.023,45.091,0.005,0.569,IS,IS,IS,IS,IS
2278,EGFD14021           ,56.05,70.7,614775.38,7736779.33,1296.03,0.24,0.01,37.646,0.05,0.122,0.022,44.644,0.005,1.114,IS,IS,IS,IS,IS
2279,EGFD14021           ,70.7,85.35,614770.9,7736784.99,1283.28,0.222,0.016,36.338,0.05,0.36,0.022,46.298,0.005,1.227,IS,IS,IS,IS,IS
2280,EGFD14021           ,85.35,100.0,614766.42,7736790.65,1270.53,0.219,0.034,36.71,0.05,0.661,0.028,45.699,0.005,1.169,IS,IS,IS,IS,IS
2281,EGFD14022           ,0.0,11.46,615100.37,7737054.88,1328.05,0.456,0.036,43.045,0.05,0.126,0.008,37.25,0.005,0.182,IS,IS,IS,IS,IG
2282,EGFD14022           ,11.46,22.92,615100.87,7737055.08,1316.6,1.513,0.026,32.335,0.05,0.148,0.011,51.564,0.005,0.671,IS,IS,IS,IS,IG
2283,EGFD14022           ,22.92,34.38,615101.36,7737055.27,1305.15,1.872,0.02,32.019,0.05,0.35,0.017,49.252,0.009,0.93,IS,IS,IS,IS,IS
2284,EGFD14022           ,34.38,46.115,615101.86,7737055.47,1293.57,0.297,0.02,31.551,0.05,0.132,0.007,53.497,0.005,0.344,IS,IS,IS,IS,IS
2285,EGFD14022           ,46.115,57.85,615102.37,7737055.66,1281.85,0.744,0.02,31.624,0.05,0.024,0.005,53.301,0.005,0.413,IS,IS,IS,IS,IS
2286,EGFD14022           ,57.85,73.25,615102.95,7737055.89,1268.29,0.878,0.02,32.316,0.05,0.033,0.008,51.181,0.005,0.44,IS,IS,IS,IS,IS
2287,EGFD14022           ,73.25,90.1,615103.65,7737056.17,1252.18,0.28,0.026,35.047,0.05,0.026,0.004,49.893,0.005,0.11,IS,IS,IS,IS,IS
2288,EGFD14023           ,10.2,22.689,614406.41,7736585.08,1455.54,0.922,0.018,42.622,0.06,0.136,0.032,36.558,0.005,1.354,IS,IS,IG,IG,IG
2289,EGFD14023           ,22.689,35.177,614403.58,7736588.07,1443.75,0.554,0.01,41.296,0.08,0.268,0.033,37.883,0.005,1.127,IS,IS,IG,IS,IG
2290,EGFD14023           ,35.177,47.666,614400.75,7736591.07,1431.96,0.979,0.016,43.697,0.092,0.172,0.042,34.707,0.008,1.052,IS,IS,IG,IG,IG
2291,EGFD14023           ,47.666,60.154,614397.91,7736594.06,1420.18,2.117,0.02,44.3,0.064,0.12,0.053,33.022,0.01,1.426,IS,IS,IG,IG,IG
2292,EGFD14023           ,60.154,72.643,614395.08,7736597.05,1408.39,2.677,0.02,42.814,0.05,0.118,0.084,33.042,0.005,2.633,IS,IG,IG,IG,IG
2293,EGFD14023           ,72.643,85.131,614392.24,7736600.05,1396.6,1.324,0.02,44.589,0.074,0.158,0.036,32.992,0.005,1.104,IS,IS,IG,IG,IG
2294,EGFD14023           ,85.131,97.62,614389.41,7736603.04,1384.81,0.789,0.014,42.252,0.134,0.146,0.023,36.633,0.005,0.418,IS,IS,IG,IS,IG
2295,EGFD14023           ,97.62,112.69,614386.28,7736606.35,1371.8,0.153,0.017,36.934,0.573,0.13,0.015,45.736,0.005,0.408,IS,IS,IS,IS,IS
2296,EGFD14023           ,112.69,123.805,614383.31,7736609.49,1359.45,0.387,0.02,39.67,0.632,0.152,0.022,40.67,0.008,0.422,IS,IS,IS,IS,IG
2297,EGFD14023           ,123.805,134.92,614380.79,7736612.15,1348.95,0.165,0.02,37.359,0.248,0.146,0.016,45.693,0.005,0.036,IS,IS,IS,IS,IS
2298,EGFD14024           ,23.95,37.42,614327.88,7737219.75,1301.07,5.213,0.01,58.638,0.05,0.037,0.091,4.171,0.227,6.15,IG,IR,IR,IR,HM
2299,EGFD14024           ,37.42,50.89,614325.18,7737223.27,1288.35,4.129,0.01,58.973,0.05,0.025,0.168,3.7,0.221,7.532,IG,IR,IR,IR,HM
2300,EGFD14024           ,50.89,64.36,614322.55,7737226.8,1275.62,3.271,0.01,61.118,0.05,0.063,0.086,2.985,0.095,5.802,IG,IR,IR,IR,HM
2301,EGFD14024           ,64.36,77.83,614319.98,7737230.29,1262.87,3.189,0.013,59.037,0.064,0.211,0.056,5.673,0.047,6.274,IG,IR,IR,IR,HM
2302,EGFD14024           ,77.83,91.3,614317.47,7737233.71,1250.08,1.682,0.02,52.38,0.073,2.051,0.071,15.738,0.04,5.708,IG,IM,IR,IG,IM
2303,EGFD14024           ,126.36,136.48,614308.98,7737245.33,1205.5,6.212,0.05,30.685,0.21,4.838,0.045,38.187,0.339,5.329,IM,IM,IM,IM,IM
2304,EGFD14024           ,136.48,146.6,614307.19,7737247.8,1195.85,3.784,0.05,28.945,0.17,4.837,0.053,43.832,0.2,4.217,IM,IM,IM,IM,IM
2305,EGFD14024           ,146.6,157.385,614305.39,7737250.35,1185.87,0.397,0.01,68.354,0.05,0.039,0.004,2.576,0.011,0.209,HM,HM,IR,HM,HM
2306,EGFD14024           ,157.385,168.17,614303.59,7737252.96,1175.56,0.979,0.015,65.643,0.05,0.176,0.01,4.33,0.02,0.808,HM,HM,IR,HM,HM
2307,EGFD14025           ,0.0,14.723,613955.76,7736452.39,1301.65,1.377,0.04,51.66,0.117,1.907,0.052,20.443,0.022,1.45,IM,IM,IR,IG,IG
2308,EGFD14025           ,14.723,29.447,613955.46,7736452.59,1286.93,1.019,0.04,44.294,0.149,1.143,0.063,32.407,0.015,1.818,IM,IM,IS,IG,IG
2309,EGFD14025           ,29.447,44.17,613955.15,7736452.78,1272.21,1.497,0.046,36.236,0.111,2.56,0.068,38.651,0.065,3.314,IM,IM,IM,IG,IM
2310,EGFD14026           ,33.5,43.5,614144.67,7737114.34,1275.59,3.89,0.02,60.9,0.05,0.04,0.077,4.01,0.14,5.06,IG,IR,IR,IR,HM
2311,EGFD14026           ,43.5,58.5,614141.5,7737118.06,1264.08,1.397,0.02,63.5,0.05,0.063,0.028,4.89,0.037,2.727,IR,IR,IR,IR,HM
2312,EGFD14026           ,58.5,73.5,614137.77,7737122.59,1250.27,1.35,0.02,63.1,0.05,0.083,0.06,4.81,0.023,4.36,IR,IR,IR,IR,HM
2313,EGFD14027           ,17.2,35.8,613892.51,7736668.07,1282.59,0.749,0.012,39.996,0.087,0.312,0.029,40.844,0.012,1.055,IS,IS,IS,IS,IG
2314,NAMEN-FSD-08-001    ,0.0,12.386,614085.4,7736903.02,1320.12,0.775,0.03,52.308,0.098,0.06,0.037,23.465,0.03,0.968,IS,IS,IG,IG,IG
2315,NAMEN-FSD-08-001    ,37.157,49.543,614067.11,7736896.31,1288.48,0.229,0.008,38.845,0.02,0.105,0.025,43.312,0.008,0.784,IS,IS,IG,IS,IS
2316,NAMEN-FSD-08-001    ,49.543,61.929,614060.81,7736894.17,1278.04,0.368,0.005,37.112,0.041,0.037,0.027,46.414,0.01,0.374,IS,IS,IG,IS,IS
2317,NAMEN-FSD-08-001    ,61.929,74.314,614054.39,7736892.08,1267.66,0.548,0.005,37.447,0.085,0.064,0.034,45.51,0.014,0.565,IS,IS,IG,IS,IS
2318,NAMEN-FSD-08-001    ,74.314,86.7,614047.85,7736889.99,1257.35,0.354,0.005,36.442,0.071,0.115,0.04,46.689,0.014,0.711,IS,IS,IG,IS,IS
2319,NAMEN-FSD-08-001    ,118.75,131.625,614022.44,7736882.31,1221.44,2.711,0.082,29.796,0.11,3.664,0.127,45.378,0.2,2.984,IM,IM,IM,IM,IM
2320,NAMEN-FSD-08-001    ,131.625,144.5,614014.46,7736879.86,1211.65,1.704,0.012,30.502,0.016,1.317,0.061,50.572,0.09,1.546,IM,IM,IM,IS,IS
2321,NAMEN-FSD-08-002    ,0.0,11.838,614517.5,7737096.61,1335.1,0.639,0.005,49.366,0.035,0.209,0.057,26.511,0.018,1.684,IS,IS,IG,IG,IG
2322,NAMEN-FSD-08-002    ,11.838,23.675,614517.51,7737096.66,1323.26,0.369,0.005,46.207,0.008,0.04,0.038,32.423,0.013,1.084,IS,IS,IG,IG,IG
2323,NAMEN-FSD-08-002    ,47.35,59.35,614517.52,7737097.24,1287.68,0.167,0.009,37.9,0.006,0.018,0.03,44.185,0.009,1.688,IS,IS,IG,IS,IS
2324,NAMEN-FSD-08-002    ,59.35,71.35,614517.63,7737097.55,1275.68,0.23,0.005,35.757,0.008,0.013,0.045,47.2,0.007,1.627,IS,IS,IG,IS,IS
2325,NAMEN-FSD-08-002    ,71.35,83.35,614517.84,7737097.87,1263.69,0.315,0.005,33.395,0.005,0.013,0.045,50.64,0.01,1.09,IS,IS,IG,IS,IS
2326,NAMEN-FSD-08-002    ,83.35,95.35,614518.12,7737098.24,1251.7,0.247,0.005,34.14,0.005,0.008,0.04,50.18,0.007,0.953,IS,IS,IG,IS,IS
2327,NAMEN-FSD-08-002    ,95.35,107.35,614518.48,7737098.66,1239.71,0.375,0.005,35.55,0.005,0.006,0.036,47.412,0.009,1.233,IS,IS,IG,IS,IS
2328,NAMEN-FSD-08-002    ,107.35,117.35,614518.87,7737099.09,1228.72,0.42,0.005,35.03,0.01,0.02,0.034,47.95,0.01,1.49,IS,IS,IS,IS,IS
2329,NAMEN-FSD-08-002    ,117.35,127.35,614519.23,7737099.51,1218.74,0.39,0.005,35.52,0.01,0.05,0.023,47.99,0.02,1.24,IS,IS,IS,IS,IS
2330,NAMEN-FSD-08-002    ,127.35,137.35,614519.58,7737099.94,1208.75,0.31,0.01,35.55,0.005,0.04,0.035,47.65,0.005,1.49,IS,IS,IS,IS,IS
2331,NAMEN-FSD-08-002    ,137.35,147.35,614519.95,7737100.37,1198.77,0.21,0.02,35.98,0.005,0.05,0.024,45.59,0.01,2.0,IS,IS,IS,IS,IS
2332,NAMEN-FSD-08-003    ,0.0,11.99,614698.99,7737064.85,1353.8,0.962,0.005,48.994,0.005,0.267,0.028,26.64,0.02,1.722,IS,IS,IG,IG,IG
2333,NAMEN-FSD-08-003    ,11.99,23.98,614699.0,7737064.87,1341.81,1.003,0.005,43.319,0.005,0.15,0.04,34.927,0.023,1.63,IS,IS,IG,IG,IG
2334,NAMEN-FSD-08-003    ,23.98,35.97,614699.02,7737064.88,1329.82,1.081,0.005,41.009,0.005,0.24,0.047,37.883,0.02,1.705,IS,IS,IG,IG,IG
2335,NAMEN-FSD-08-003    ,35.97,47.96,614699.01,7737064.92,1317.83,0.631,0.005,40.631,0.005,0.123,0.045,39.152,0.01,1.687,IS,IS,IG,IS,IG
2336,NAMEN-FSD-08-003    ,47.96,59.95,614698.93,7737065.04,1305.84,0.533,0.005,40.922,0.005,0.12,0.038,39.547,0.018,1.142,IS,IS,IG,IS,IG
2337,NAMEN-FSD-08-003    ,59.95,77.15,614698.67,7737065.26,1291.25,0.2,0.005,40.96,0.005,0.06,0.025,40.29,0.005,1.44,IS,IS,IG,IS,IS
2338,NAMEN-FSD-08-003    ,77.15,91.0,614698.33,7737065.51,1275.73,0.438,0.005,40.143,0.005,0.05,0.051,40.776,0.015,1.372,IS,IS,IG,IS,IS
2339,NAMEN-FSD-08-003    ,91.0,106.25,614698.0,7737065.77,1261.18,0.247,0.005,39.465,0.005,0.096,0.032,42.344,0.01,0.781,IS,IS,IS,IS,IS
2340,NAMEN-FSD-08-003    ,106.25,121.5,614697.63,7737066.09,1245.94,0.246,0.005,38.322,0.005,0.043,0.026,44.664,0.007,0.641,IS,IS,IS,IS,IS
2341,NAMEN-FSD-08-003    ,131.0,141.5,614697.04,7737066.51,1223.58,0.23,0.005,36.36,0.005,0.03,0.02,47.54,0.005,0.84,IS,IS,IS,IS,IS
2342,NAMEN-FSD-08-004    ,0.0,10.0,614808.38,7736685.88,1353.26,0.7,0.02,40.68,0.02,0.05,0.027,40.37,0.02,0.63,IS,IS,IG,IS,IS
2343,NAMEN-FSD-08-004    ,10.0,23.25,614804.27,7736690.44,1343.39,0.596,0.01,38.485,0.042,0.14,0.024,43.931,0.009,0.852,IS,IS,IG,IS,IS
2344,NAMEN-FSD-08-004    ,23.25,36.5,614799.27,7736695.75,1332.33,0.676,0.015,39.021,0.07,0.109,0.021,43.094,0.008,0.589,IS,IS,IG,IS,IS
2345,NAMEN-FSD-08-004    ,36.5,49.75,614793.95,7736701.22,1321.5,0.289,0.02,37.368,0.052,0.065,0.018,52.405,0.01,0.21,IS,IS,IS,IS,IS
2346,NAMEN-FSD-08-004    ,58.7,71.308,614784.5,7736710.53,1304.1,0.257,0.008,36.019,0.01,0.068,0.024,47.887,0.01,0.477,IS,IS,IS,IS,IS
2347,NAMEN-FSD-08-004    ,71.308,83.917,614778.61,7736716.04,1294.42,0.353,0.041,36.365,0.026,0.125,0.029,47.033,0.01,0.605,IS,IS,IS,IS,IS
2348,NAMEN-FSD-08-004    ,83.917,96.525,614772.52,7736721.71,1284.95,0.537,0.045,36.875,0.026,0.11,0.032,46.154,0.016,0.814,IS,IS,IS,IS,IS
2349,NAMEN-FSD-08-004    ,96.525,109.133,614766.27,7736727.58,1275.7,0.554,0.009,37.607,0.009,0.056,0.039,44.822,0.012,0.974,IS,IS,IS,IS,IS
2350,NAMEN-FSD-08-004    ,109.133,121.742,614759.93,7736733.69,1266.68,0.913,0.005,36.685,0.005,0.109,0.042,45.43,0.01,1.143,IS,IS,IS,IS,IS
2351,NAMEN-FSD-08-004    ,121.742,134.35,614753.48,7736740.0,1257.88,0.564,0.016,36.165,0.005,0.142,0.031,46.566,0.008,0.93,IS,IS,IS,IS,IS
2352,NAMEN-FSD-08-005    ,14.0,28.0,614894.07,7736830.35,1360.86,0.493,0.005,45.477,0.005,0.276,0.062,31.894,0.005,2.123,IS,IS,IG,IG,IG
2353,NAMEN-FSD-08-005    ,28.0,42.0,614887.22,7736832.96,1348.94,0.843,0.009,49.463,0.03,0.104,0.04,26.161,0.016,1.976,IS,IS,IG,IG,IG
2354,NAMEN-FSD-08-005    ,42.0,56.0,614880.08,7736835.76,1337.23,0.721,0.005,45.606,0.011,0.076,0.034,33.197,0.005,0.876,IS,IS,IG,IG,IG
2355,NAMEN-FSD-08-005    ,56.0,70.0,614872.59,7736838.69,1325.77,0.596,0.005,42.419,0.009,0.084,0.034,37.683,0.009,0.844,IS,IS,IG,IS,IG
2356,NAMEN-FSD-08-005    ,70.0,80.0,614865.81,7736841.17,1316.19,0.68,0.005,38.72,0.005,0.25,0.028,42.92,0.005,1.06,IS,IS,IG,IS,IG
2357,NAMEN-FSD-08-005    ,80.0,90.0,614859.85,7736843.2,1308.42,0.34,0.02,39.43,0.005,0.2,0.019,42.14,0.01,0.65,IS,IS,IS,IS,IS
2358,NAMEN-FSD-08-005    ,90.0,105.0,614852.03,7736845.69,1298.99,0.347,0.01,37.927,0.005,0.083,0.028,44.633,0.007,0.94,IS,IS,IS,IS,IS
2359,NAMEN-FSD-08-005    ,105.0,120.0,614842.31,7736848.57,1287.94,0.16,0.02,34.56,0.005,0.123,0.027,49.44,0.01,0.88,IS,IS,IS,IS,IS
2360,NAMEN-FSD-08-005    ,120.0,130.0,614834.02,7736850.9,1278.88,0.06,0.04,33.83,0.04,7.35,0.027,37.99,0.01,3.35,IM,IM,IM,IM,IM
2361,NAMEN-FSD-08-006    ,0.0,14.7,614741.45,7736580.98,1371.67,1.589,0.005,48.577,0.098,0.298,0.036,27.141,0.02,1.242,IS,IS,IS,IG,IG
2362,NAMEN-FSD-08-006    ,20.75,36.125,614735.54,7736590.14,1353.63,0.806,0.009,44.091,0.2,0.112,0.026,35.429,0.018,0.683,IS,IS,IS,IG,IG
2363,NAMEN-FSD-08-006    ,36.125,51.5,614731.18,7736596.35,1340.26,0.846,0.005,43.434,0.704,0.148,0.03,36.006,0.01,0.79,IS,IS,IS,IG,IG
2364,NAMEN-FSD-08-006    ,51.5,67.75,614726.07,7736602.96,1326.85,0.167,0.038,39.922,0.113,0.278,0.018,42.449,0.005,0.252,IS,IS,IS,IS,IS
2365,NAMEN-FSD-08-006    ,67.75,84.65,614720.04,7736609.89,1313.06,0.101,0.106,35.052,0.374,4.773,0.019,40.904,0.005,2.01,IM,IM,IS,IS,IM
2366,NAMEN-FSD-08-007    ,0.0,18.45,614705.03,7736659.48,1385.35,0.549,0.012,41.92,0.065,0.075,0.026,39.55,0.012,0.453,IS,IS,IG,IS,IS
2367,NAMEN-FSD-08-007    ,18.45,32.467,614697.46,7736663.52,1371.58,0.245,0.005,36.949,0.005,0.126,0.023,47.015,0.005,0.093,IS,IS,IG,IS,IS
2368,NAMEN-FSD-08-007    ,32.467,46.483,614690.49,7736666.94,1359.91,0.229,0.005,36.584,0.005,0.073,0.051,47.332,0.006,0.309,IS,IS,IS,IS,IS
2369,NAMEN-FSD-08-007    ,46.483,60.5,614683.2,7736670.45,1348.46,0.435,0.005,36.318,0.005,0.097,0.032,47.72,0.009,0.596,IS,IS,IS,IS,IS
2370,NAMEN-FSD-08-007    ,60.5,74.517,614675.66,7736674.0,1337.19,0.229,0.005,37.254,0.005,0.114,0.059,46.253,0.006,0.507,IS,IS,IS,IS,IS
2371,NAMEN-FSD-08-007    ,74.517,88.533,614667.98,7736677.35,1325.96,0.452,0.01,36.8,0.01,0.096,0.056,46.289,0.014,0.381,IS,IS,IS,IS,IS
2372,NAMEN-FSD-08-007    ,88.533,102.55,614660.07,7736680.48,1314.82,0.329,0.013,37.13,0.013,0.081,0.052,46.153,0.016,0.431,IS,IS,IS,IS,IS
2373,NAMEN-FSD-08-008    ,6.3,24.2,615088.08,7737073.78,1338.21,0.72,0.005,52.962,0.013,0.23,0.01,22.945,0.015,0.385,IS,IS,IG,IG,IG
2374,NAMEN-FSD-08-008    ,41.2,58.0,615073.2,7737082.37,1308.47,0.218,0.005,34.819,0.005,0.008,0.013,50.182,0.005,0.046,IS,IS,IS,IS,IS
2375,NAMEN-FSD-08-009    ,13.85,23.85,615011.87,7737136.36,1324.37,0.96,0.01,59.85,0.02,0.01,0.021,13.14,0.02,0.39,IR,IR,IG,IR,IR
2376,NAMEN-FSD-08-009    ,23.85,36.592,615012.31,7737130.44,1314.67,0.745,0.034,51.305,0.017,0.012,0.016,25.959,0.018,0.226,IS,IS,IG,IG,IG
2377,NAMEN-FSD-08-009    ,36.592,49.333,615012.81,7737124.11,1303.62,0.441,0.049,37.675,0.013,0.063,0.016,45.68,0.01,0.114,IS,IS,IS,IS,IS
2378,NAMEN-FSD-08-009    ,49.333,62.075,615013.38,7737117.74,1292.6,0.425,0.019,32.593,0.005,0.01,0.009,53.113,0.01,-0.142,IS,IS,IS,IS,IS
2379,NAMEN-FSD-08-009    ,62.075,74.817,615013.99,7737111.21,1281.68,0.196,0.009,29.92,0.009,0.005,0.012,56.608,0.01,0.04,IS,IS,IS,IS,IS
2380,NAMEN-FSD-08-009    ,74.817,87.558,615014.59,7737104.51,1270.86,0.255,0.015,29.845,0.005,0.063,0.008,56.74,0.01,0.04,IS,IS,IS,IS,IS
